;ImageId;part;iou;dice
354;049a04990.jpg;3;1.0;1.0
355;049a04990.jpg;4;0.8433734774589539;0.915032684803009
356;049a04990.jpg;5;1.0;1.0
357;049a04990.jpg;6;1.0;1.0
358;049a04990.jpg;7;1.0;1.0
359;049a04990.jpg;8;1.0;1.0
360;04b169253.jpg;0;1.0;1.0
361;04b169253.jpg;1;1.0;1.0
362;04b169253.jpg;2;1.0;1.0
363;04b169253.jpg;3;1.0;1.0
364;04b169253.jpg;4;1.0;1.0
365;04b169253.jpg;5;1.0;1.0
366;04b169253.jpg;6;0.8090575337409973;0.8944519758224487
367;04b169253.jpg;7;1.0;1.0
368;04b169253.jpg;8;1.0;1.0
369;04cefef36.jpg;0;1.0;1.0
370;04cefef36.jpg;1;1.0;1.0
371;04cefef36.jpg;2;1.0;1.0
372;04cefef36.jpg;3;1.0;1.0
373;04cefef36.jpg;4;1.0;1.0
374;04cefef36.jpg;5;0.37244898080825806;0.5427509546279907
375;04cefef36.jpg;6;1.0;1.0
376;04cefef36.jpg;7;0.5714285969734192;0.7272727489471436
377;04cefef36.jpg;8;1.0;1.0
378;04eeb1c89.jpg;0;1.0;1.0
379;04eeb1c89.jpg;1;0.8337124586105347;0.9093164801597595
380;04eeb1c89.jpg;2;0.4923076927661896;0.6597937941551208
381;04eeb1c89.jpg;3;1.0;1.0
382;04eeb1c89.jpg;4;1.0;1.0
383;04eeb1c89.jpg;5;1.0;1.0
384;04eeb1c89.jpg;6;1.0;1.0
385;04eeb1c89.jpg;7;1.0;1.0
386;04eeb1c89.jpg;8;1.0;1.0
387;04f997497.jpg;0;1.0;1.0
388;04f997497.jpg;1;1.0;1.0
389;04f997497.jpg;2;1.0;1.0
390;04f997497.jpg;3;1.0;1.0
391;04f997497.jpg;4;0.9177113175392151;0.9570901989936829
392;04f997497.jpg;5;0.7952410578727722;0.8859434723854065
393;04f997497.jpg;6;1.0;1.0
394;04f997497.jpg;7;1.724137987935137e-08;1.724137987935137e-08
395;04f997497.jpg;8;1.0;1.0
396;050724be2.jpg;0;1.0;1.0
397;050724be2.jpg;1;1.0;1.0
398;050724be2.jpg;2;1.0;1.0
399;050724be2.jpg;3;7.485029818177225e-10;7.485029818177225e-10
400;050724be2.jpg;4;0.819651186466217;0.9008882641792297
401;050724be2.jpg;5;0.4218166768550873;0.5933489203453064
402;050724be2.jpg;6;1.0;1.0
403;050724be2.jpg;7;1.0;1.0
404;050724be2.jpg;8;1.0;1.0
405;0513e60eb.jpg;0;1.0;1.0
406;0513e60eb.jpg;1;1.0;1.0
407;0513e60eb.jpg;2;1.0;1.0
408;0513e60eb.jpg;3;1.0;1.0
409;0513e60eb.jpg;4;1.0;1.0
410;0513e60eb.jpg;5;1.0;1.0
411;0513e60eb.jpg;6;0.5633803009986877;0.7207207083702087
412;0513e60eb.jpg;7;1.0;1.0
413;0513e60eb.jpg;8;1.0;1.0
414;053af8581.jpg;0;1.0;1.0
415;053af8581.jpg;1;1.0;1.0
416;053af8581.jpg;2;1.0;1.0
417;053af8581.jpg;3;1.0;1.0
418;053af8581.jpg;4;1.0;1.0
419;053af8581.jpg;5;1.0;1.0
420;053af8581.jpg;6;0.7419910430908203;0.8518884778022766
421;053af8581.jpg;7;2.7777778299764577e-08;2.7777778299764577e-08
422;053af8581.jpg;8;2.3809523241880015e-08;2.3809523241880015e-08
423;0570217ba.jpg;0;1.0;1.0
424;0570217ba.jpg;1;1.0;1.0
425;0570217ba.jpg;2;3.999999620418748e-08;3.999999620418748e-08
426;0570217ba.jpg;3;1.0;1.0
427;0570217ba.jpg;4;1.0;1.0
428;0570217ba.jpg;5;1.0;1.0
429;0570217ba.jpg;6;1.0;1.0
430;0570217ba.jpg;7;1.0;1.0
431;0570217ba.jpg;8;1.0;1.0
432;0573861e6.jpg;0;0.5277778506278992;0.6909090876579285
433;0573861e6.jpg;1;1.0;1.0
434;0573861e6.jpg;2;1.0;1.0
435;0573861e6.jpg;3;1.0;1.0
436;0573861e6.jpg;4;1.0;1.0
437;0573861e6.jpg;5;1.0;1.0
438;0573861e6.jpg;6;1.0;1.0
439;0573861e6.jpg;7;1.0;1.0
440;0573861e6.jpg;8;1.0;1.0
441;057e1aa95.jpg;0;1.0;1.0
442;057e1aa95.jpg;1;1.0;1.0
443;057e1aa95.jpg;2;0.7287784814834595;0.8431137800216675
444;057e1aa95.jpg;3;1.0;1.0
445;057e1aa95.jpg;4;1.0;1.0
446;057e1aa95.jpg;5;1.0;1.0
447;057e1aa95.jpg;6;1.0;1.0
448;057e1aa95.jpg;7;1.0;1.0
449;057e1aa95.jpg;8;1.0;1.0
450;057ed0d3a.jpg;0;0.8072487711906433;0.8933454751968384
451;057ed0d3a.jpg;1;0.8594189286231995;0.9243951439857483
452;057ed0d3a.jpg;2;1.0;1.0
453;057ed0d3a.jpg;3;0.36797386407852173;0.537983775138855
454;057ed0d3a.jpg;4;0.8706331849098206;0.9308432936668396
455;057ed0d3a.jpg;5;0.8824141621589661;0.9375345706939697
456;057ed0d3a.jpg;6;1.0;1.0
457;057ed0d3a.jpg;7;1.0;1.0
458;057ed0d3a.jpg;8;0.8578199148178101;0.9234693646430969
459;05bbed8e3.jpg;0;1.0;1.0
460;05bbed8e3.jpg;1;0.3942028880119324;0.5654885768890381
461;05bbed8e3.jpg;2;1.0;1.0
462;05bbed8e3.jpg;3;1.0;1.0
463;05bbed8e3.jpg;4;1.0;1.0
464;05bbed8e3.jpg;5;1.0;1.0
465;05bbed8e3.jpg;6;1.0;1.0
466;05bbed8e3.jpg;7;1.0;1.0
467;05bbed8e3.jpg;8;1.0;1.0
468;061088afd.jpg;0;1.0;1.0
469;061088afd.jpg;1;1.0;1.0
470;061088afd.jpg;2;1.0;1.0
471;061088afd.jpg;3;1.0;1.0
472;061088afd.jpg;4;1.0;1.0
473;061088afd.jpg;5;1.0;1.0
474;061088afd.jpg;6;1.0;1.0
475;061088afd.jpg;7;1.0;1.0
476;061088afd.jpg;8;0.8113207817077637;0.8958333134651184
477;06145c246.jpg;0;1.0;1.0
478;06145c246.jpg;1;1.0;1.0
479;06145c246.jpg;2;1.0;1.0
480;06145c246.jpg;3;1.0;1.0
481;06145c246.jpg;4;0.4283958077430725;0.5998278856277466
482;06145c246.jpg;5;1.0;1.0
483;06145c246.jpg;6;1.0;1.0
484;06145c246.jpg;7;1.0;1.0
485;06145c246.jpg;8;1.0;1.0
486;0628fa06d.jpg;0;6.249999273677531e-08;6.249999273677531e-08
487;0628fa06d.jpg;1;1.0;1.0
488;0628fa06d.jpg;2;1.0;1.0
489;0628fa06d.jpg;3;1.0;1.0
490;0628fa06d.jpg;4;2.2727272508404894e-08;2.2727272508404894e-08
491;0628fa06d.jpg;5;1.0;1.0
492;0628fa06d.jpg;6;1.0;1.0
493;0628fa06d.jpg;7;1.0;1.0
494;0628fa06d.jpg;8;0.7692307829856873;0.8695651888847351
495;064db2f8f.jpg;0;1.0;1.0
496;064db2f8f.jpg;1;1.0;1.0
497;064db2f8f.jpg;2;1.0;1.0
498;064db2f8f.jpg;3;0.8318318128585815;0.908196747303009
499;064db2f8f.jpg;4;0.8817468285560608;0.9371577501296997
500;064db2f8f.jpg;5;1.0;1.0
501;064db2f8f.jpg;6;0.7485126852989197;0.8561707139015198
502;064db2f8f.jpg;7;0.659379780292511;0.7947303652763367
503;064db2f8f.jpg;8;0.7427055835723877;0.8523592352867126
504;0658623f9.jpg;0;1.0;1.0
505;0658623f9.jpg;1;1.0;1.0
506;0658623f9.jpg;2;6.666666507726404e-08;6.666666507726404e-08
507;0658623f9.jpg;3;1.0;1.0
508;0658623f9.jpg;4;1.0;1.0
509;0658623f9.jpg;5;1.0;1.0
510;0658623f9.jpg;6;6.480881387105342e-10;6.480881387105342e-10
511;0658623f9.jpg;7;0.6202723383903503;0.76563960313797
512;0658623f9.jpg;8;0.907067060470581;0.9512691497802734
513;06bb4c8f2.jpg;0;1.0;1.0
514;06bb4c8f2.jpg;1;1.0;1.0
515;06bb4c8f2.jpg;2;8.849557531220853e-09;8.849557531220853e-09
516;06bb4c8f2.jpg;3;1.0;1.0
517;06bb4c8f2.jpg;4;1.0;1.0
518;06bb4c8f2.jpg;5;1.0;1.0
519;06bb4c8f2.jpg;6;2.5641025303002607e-08;2.5641025303002607e-08
520;06bb4c8f2.jpg;7;1.0;1.0
521;06bb4c8f2.jpg;8;1.0;1.0
522;06c2c10b1.jpg;0;3.1249999921101335e-08;3.1249999921101335e-08
523;06c2c10b1.jpg;1;1.0;1.0
524;06c2c10b1.jpg;2;0.2735042870044708;0.42953020334243774
525;06c2c10b1.jpg;3;1.0;1.0
526;06c2c10b1.jpg;4;1.3157894329651754e-08;1.3157894329651754e-08
527;06c2c10b1.jpg;5;4.807692466357594e-09;4.807692466357594e-09
528;06c2c10b1.jpg;6;1.0;1.0
529;06c2c10b1.jpg;7;1.0;1.0
530;06c2c10b1.jpg;8;1.0;1.0
531;06cb32197.jpg;0;1.0;1.0
532;06cb32197.jpg;1;1.0;1.0
533;06cb32197.jpg;2;1.0;1.0
534;06cb32197.jpg;3;1.0;1.0
535;06cb32197.jpg;4;1.0;1.0
536;06cb32197.jpg;5;0.9261689782142639;0.9616695046424866
537;06cb32197.jpg;6;1.0;1.0
538;06cb32197.jpg;7;1.0;1.0
539;06cb32197.jpg;8;1.0;1.0
540;06fca7a3f.jpg;0;1.0;1.0
541;06fca7a3f.jpg;1;1.0;1.0
542;06fca7a3f.jpg;2;1.0;1.0
543;06fca7a3f.jpg;3;1.0;1.0
544;06fca7a3f.jpg;4;0.684684693813324;0.8128342032432556
545;06fca7a3f.jpg;5;0.3333333432674408;0.5
546;06fca7a3f.jpg;6;1.0;1.0
547;06fca7a3f.jpg;7;1.0;1.0
548;06fca7a3f.jpg;8;0.8156862854957581;0.8984881043434143
549;07629d81a.jpg;0;1.0;1.0
550;07629d81a.jpg;1;1.0;1.0
551;07629d81a.jpg;2;0.4273504316806793;0.598802387714386
552;07629d81a.jpg;3;1.0;1.0
